requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto
R.1421,,,RADA,9. GERENCIAMENTO DE RISCOS,9.2 Avaliação das Medidas Implementadas,O RADA avaliou as medidas de segurança?,c) Avaliação dos planos de contingência,,
R.1422,,,RADA,10. ATUALIZAÇÃO TECNOLÓGICA,10.1 Inovações em Produção,As inovações operacionais foram apresentadas?,a) Novas tecnologias,,
R.1423,,,RADA,10. ATUALIZAÇÃO TECNOLÓGICA,10.1 Inovações em Produção,As inovações operacionais foram apresentadas?,b) Alterações no processo produtivo,,
R.1424,,,RADA,10. ATUALIZAÇÃO TECNOLÓGICA,10.1 Inovações em Produção,As inovações operacionais foram apresentadas?,c) Ganhos ambientais,,
R.1425,,,RADA,10. ATUALIZAÇÃO TECNOLÓGICA,10.2 Inovações em Controle Ambiental,Foram adotadas novas tecnologias ambientais?,a) Sistemas de redução de emissões,,
R.1426,,,RADA,10. ATUALIZAÇÃO TECNOLÓGICA,10.2 Inovações em Controle Ambiental,Foram adotadas novas tecnologias ambientais?,b) Tecnologias de reaproveitamento,,
R.1427,,,RADA,10. ATUALIZAÇÃO TECNOLÓGICA,10.2 Inovações em Controle Ambiental,Foram adotadas novas tecnologias ambientais?,c) Tecnologias de economia de água/energia,,
R.1428,,,RADA,11. MELHORIA CONTÍNUA,11.1 Programas de Melhoria,O empreendimento adota programas formais de melhoria?,a) SGA ISO 14001,,
R.1429,,,RADA,11. MELHORIA CONTÍNUA,11.1 Programas de Melhoria,O empreendimento adota programas formais de melhoria?,b) Programas de produção mais limpa,,
R.1430,,,RADA,11. MELHORIA CONTÍNUA,11.1 Programas de Melhoria,O empreendimento adota programas formais de melhoria?,c) Indicadores ambientais,,
R.1431,,,RADA,11. MELHORIA CONTÍNUA,11.1 Programas de Melhoria,O empreendimento adota programas formais de melhoria?,d) Programas de conservação,,
R.1432,,,RADA,11. MELHORIA CONTÍNUA,11.1 Programas de Melhoria,O empreendimento adota programas formais de melhoria?,e) Educação ambiental,,
R.1433,,,RADA,12. RELACIONAMENTO COM A COMUNIDADE,12.1 Relação Comunitária,O relacionamento com a comunidade foi avaliado?,a) Projetos sociais,,
R.1434,,,RADA,12. RELACIONAMENTO COM A COMUNIDADE,12.1 Relação Comunitária,O relacionamento com a comunidade foi avaliado?,b) Programas de informação,,
R.1435,,,RADA,12. RELACIONAMENTO COM A COMUNIDADE,12.1 Relação Comunitária,O relacionamento com a comunidade foi avaliado?,c) Participação pública,,
R.1436,,,RADA,12. RELACIONAMENTO COM A COMUNIDADE,12.1 Relação Comunitária,O relacionamento com a comunidade foi avaliado?,d) Percepção social,,
R.1437,,,RADA,13. INVESTIMENTOS AMBIENTAIS,13.1 Investimentos Ambientais,Os investimentos dos últimos anos foram apresentados?,a) Investimentos de capital,,
R.1438,,,RADA,13. INVESTIMENTOS AMBIENTAIS,13.1 Investimentos Ambientais,Os investimentos dos últimos anos foram apresentados?,b) Custos de operação/monitoramento,,
R.1439,,,RADA,13. INVESTIMENTOS AMBIENTAIS,13.1 Investimentos Ambientais,Os investimentos dos últimos anos foram apresentados?,c) Análise custo-benefício,,
R.1440,,,RADA,14. INDICADORES AMBIENTAIS,14.1 Efluentes de Barragens,Os indicadores foram apresentados?,a) Parâmetros analisados,,
R.1441,,,RADA,14. INDICADORES AMBIENTAIS,14.1 Efluentes de Barragens,Os indicadores foram apresentados?,b) Conformidades/não conformidades,,
R.1442,,,RADA,14. INDICADORES AMBIENTAIS,14.1 Efluentes de Barragens,Os indicadores foram apresentados?,"c) Valores mínimo, máximo e média",,
R.1443,,,RADA,14. INDICADORES AMBIENTAIS,14.2 Área Impactada x Reabilitada,O RADA apresenta os valores atualizados?,a) Área impactada,,
R.1444,,,RADA,14. INDICADORES AMBIENTAIS,14.2 Área Impactada x Reabilitada,O RADA apresenta os valores atualizados?,b) Área reabilitada,,
R.1445,,,RADA,14. INDICADORES AMBIENTAIS,14.2 Área Impactada x Reabilitada,O RADA apresenta os valores atualizados?,c) Percentuais,,
R.1446,,,RADA,14. INDICADORES AMBIENTAIS,14.3 Áreas Preservadas,As áreas preservadas foram listadas?,a) Denominação,,
R.1447,,,RADA,14. INDICADORES AMBIENTAIS,14.3 Áreas Preservadas,As áreas preservadas foram listadas?,b) Área,,
R.1448,,,RADA,14. INDICADORES AMBIENTAIS,14.3 Áreas Preservadas,As áreas preservadas foram listadas?,c) Formação vegetal,,
R.1449,,,RADA,15. FECHAMENTO DA MINA,15.1 Estruturas Desativadas,O status de desativação foi apresentado?,a) Lista de estruturas,,
R.1450,,,RADA,15. FECHAMENTO DA MINA,15.1 Estruturas Desativadas,O status de desativação foi apresentado?,b) Datas,,
R.1451,,,RADA,15. FECHAMENTO DA MINA,15.1 Estruturas Desativadas,O status de desativação foi apresentado?,c) Medidas adotadas,,
R.1452,,,RADA,15. FECHAMENTO DA MINA,15.2 Paralisação da Atividade,A paralisação foi informada?,a) Situação atual,,
R.1453,,,RADA,15. FECHAMENTO DA MINA,15.2 Paralisação da Atividade,A paralisação foi informada?,b) Data de paralisação,,
R.1454,,,RADA,15. FECHAMENTO DA MINA,15.2 Paralisação da Atividade,A paralisação foi informada?,c) Comunicação ao órgão ambiental,,
R.1455,,,RADA,15. FECHAMENTO DA MINA,15.3 Reabilitação Ambiental,A reabilitação foi descrita?,a) Ações realizadas,,
R.1456,,,RADA,15. FECHAMENTO DA MINA,15.3 Reabilitação Ambiental,A reabilitação foi descrita?,b) Resultados,,
R.1457,,,RADA,15. FECHAMENTO DA MINA,15.3 Reabilitação Ambiental,A reabilitação foi descrita?,c) Áreas recuperadas,,
R.1458,,,RADA,15. FECHAMENTO DA MINA,15.4 Alternativas de Uso Futuro,As alternativas de uso pós-operacional foram avaliadas?,a) Lista de alternativas,,
R.1459,,,RADA,15. FECHAMENTO DA MINA,15.4 Alternativas de Uso Futuro,As alternativas de uso pós-operacional foram avaliadas?,b) Compatibilidade ambiental,,
R.1460,,,RADA,15. FECHAMENTO DA MINA,15.4 Alternativas de Uso Futuro,As alternativas de uso pós-operacional foram avaliadas?,c) Viabilidade,,
R.1461,,,RADA,16. CONDICIONANTES DA LO,16.1 Cumprimento das Condicionantes,O IDAL foi preenchido?,a) Matriz IDAL preenchida,,
R.1462,,,RADA,16. CONDICIONANTES DA LO,16.1 Cumprimento das Condicionantes,O IDAL foi preenchido?,b) Análise de cumprimento,,
R.1463,,,RADA,16. CONDICIONANTES DA LO,16.1 Cumprimento das Condicionantes,O IDAL foi preenchido?,c) Propostas para condicionantes pendentes,,
R.1464,,,RADA,17. SUSTENTABILIDADE / MUDANÇAS CLIMÁTICAS (opcional),17.1 Mitigação das Mudanças Climáticas,O empreendimento adotou ações de baixo carbono?,a) Reuso de água,,
R.1465,,,RADA,17. SUSTENTABILIDADE / MUDANÇAS CLIMÁTICAS (opcional),17.1 Mitigação das Mudanças Climáticas,O empreendimento adotou ações de baixo carbono?,b) Transição energética,,
R.1466,,,RADA,17. SUSTENTABILIDADE / MUDANÇAS CLIMÁTICAS (opcional),17.1 Mitigação das Mudanças Climáticas,O empreendimento adotou ações de baixo carbono?,c) Economia circular,,
R.1467,,,RADA,17. SUSTENTABILIDADE / MUDANÇAS CLIMÁTICAS (opcional),17.1 Mitigação das Mudanças Climáticas,O empreendimento adotou ações de baixo carbono?,d) ESG,,
R.1468,,,RADA,18.TECNOLOGIAS DE BAIXO CARBONO (opcional),18.1 Tecnologias Futuras,O RADA apresenta propostas de tecnologias de baixo carbono?,a) Propostas de tecnologias futuras,,
R.1469,,,RADA,18.TECNOLOGIAS DE BAIXO CARBONO (opcional),18.1 Tecnologias Futuras,O RADA apresenta propostas de tecnologias de baixo carbono?,b) Prazos,,
R.1470,,,RADA,18.TECNOLOGIAS DE BAIXO CARBONO (opcional),18.1 Tecnologias Futuras,O RADA apresenta propostas de tecnologias de baixo carbono?,c) Ganhos ambientais previstos,,
R.1471,,,RADA,19. AVALIAÇÃO FINAL,19.1 Avaliação Final e Propostas,O RADA apresenta avaliação integrada do desempenho ambiental?,a) Avaliação consolidada do desempenho ambiental,,
R.1472,,,RADA,19. AVALIAÇÃO FINAL,19.1 Avaliação Final e Propostas,O RADA apresenta avaliação integrada do desempenho ambiental?,b) Cumprimento das condicionantes,,
R.1473,,,RADA,19. AVALIAÇÃO FINAL,19.1 Avaliação Final e Propostas,O RADA apresenta avaliação integrada do desempenho ambiental?,c) Propostas de melhoria,,
R.1474,,,RADA,19. AVALIAÇÃO FINAL,19.1 Avaliação Final e Propostas,O RADA apresenta avaliação integrada do desempenho ambiental?,d) Recomendações finais,,
R.1475,,,IDAL,4. Ruídos,4.2 Parâmetros e Limites,Os valores de referência foram definidos?,Unidade (dB(A)),,
R.1476,,,IDAL,4. Ruídos,4.3 Séries Históricas,Há registro mensal dos valores?,12 medições preenchidas,,
R.1477,,,IDAL,4. Ruídos,4.3 Séries Históricas,Há registro mensal dos valores?,Indicação de pontos fora do padrão,,
R.1478,,,IDAL,4. Ruídos,4.3 Séries Históricas,Há registro mensal dos valores?,Consistência entre medições e limites,,
R.1479,,,IDAL,4. Ruídos,4.4 Consolidação,A porcentagem de conformidade foi calculada?,Número total de medições,,
R.1480,,,IDAL,4. Ruídos,4.4 Consolidação,A porcentagem de conformidade foi calculada?,Número de medições dentro do padrão,,
R.1481,,,IDAL,4. Ruídos,4.4 Consolidação,A porcentagem de conformidade foi calculada?,Percentual geral de atendimento,,
R.1482,,,IDAL,5.Resíduos Sólidos,5.1 Identificação do Tipo de Resíduo,Todos os resíduos obrigatórios foram listados?,Nome/tipo do resíduo,,
R.1483,,,IDAL,5.Resíduos Sólidos,5.1 Identificação do Tipo de Resíduo,Todos os resíduos obrigatórios foram listados?,Classe segundo NBR 10004,,
R.1484,,,IDAL,5.Resíduos Sólidos,5.1 Identificação do Tipo de Resíduo,Todos os resíduos obrigatórios foram listados?,Unidade geradora,,
R.1485,,,IDAL,5.Resíduos Sólidos,5.1 Identificação do Tipo de Resíduo,Todos os resíduos obrigatórios foram listados?,Responsável técnico,,
R.1486,,,IDAL,5.Resíduos Sólidos,5.2 Quantificação Mensal,Os valores mensais foram preenchidos?,12 meses com valores,,
R.1487,,,IDAL,5.Resíduos Sólidos,5.2 Quantificação Mensal,Os valores mensais foram preenchidos?,Coerência entre geração e destinação,,
R.1488,,,IDAL,5.Resíduos Sólidos,5.2 Quantificação Mensal,Os valores mensais foram preenchidos?,Dados compatíveis com o inventário anual,,
R.1489,,,IDAL,5.Resíduos Sólidos,5.3 Destinação Final,O destino atende à legislação ambiental?,Empresa receptora licenciada,,
R.1490,,,IDAL,5.Resíduos Sólidos,5.3 Destinação Final,O destino atende à legislação ambiental?,Número da licença ambiental,,
R.1491,,,IDAL,5.Resíduos Sólidos,5.3 Destinação Final,O destino atende à legislação ambiental?,"Tipo de destinação (co-processamento, aterro etc.)",,
R.1492,,,IDAL,5.Resíduos Sólidos,5.3 Destinação Final,O destino atende à legislação ambiental?,Frequência de transporte,,
R.1493,,,IDAL,5.Resíduos Sólidos,5.3 Destinação Final,O destino atende à legislação ambiental?,Manifesto de transporte (quando aplicável),,
R.1494,,,IDAL,5.Resíduos Sólidos,5.4 Consolidação,Os totais anuais foram gerados?,Total anual gerado,,
R.1495,,,IDAL,5.Resíduos Sólidos,5.4 Consolidação,Os totais anuais foram gerados?,Total anual destinado,,
R.1496,,,IDAL,5.Resíduos Sólidos,5.4 Consolidação,Os totais anuais foram gerados?,Índice de conformidade,,
R.1497,,,IDAL,6.Justificativas,6.1 Ausência de Dados,Justificativas para Ausência de Dados,Justificativa técnica para dados faltantes,,
R.1498,,,IDAL,6.Justificativas,6.1 Ausência de Dados,Justificativas para Ausência de Dados,"Explicação para falha operacional, chuva, manutenção etc.",,
R.1499,,,IDAL,6.Justificativas,6.1 Ausência de Dados,Justificativas para Ausência de Dados,Evidências anexadas no relatório,,
R.1500,,,IDAL,6.Justificativas,6.1 Ausência de Dados,Justificativas para Ausência de Dados,Indicação de data de reprogramação,,
R.1501,,,IDAL,6. Justificativas,6.2 Fora do Padrão,Os desvios foram explicados adequadamente?,Causa provável,,
R.1502,,,IDAL,6. Justificativas,6.2 Fora do Padrão,Os desvios foram explicados adequadamente?,Medida corretiva,,
R.1503,,,IDAL,6. Justificativas,6.2 Fora do Padrão,Os desvios foram explicados adequadamente?,Prazo para adequação,,
R.1504,,,IDAL,6. Justificativas,6.2 Fora do Padrão,Os desvios foram explicados adequadamente?,Responsável,,
R.1505,,,IDAL,6. Justificativas,6.2 Fora do Padrão,Os desvios foram explicados adequadamente?,Protocolo SIAM/SEI quando necessário,,
R.1506,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.1 Identificação do Empreendedor,Os dados cadastrais foram apresentados em conformidade com o TR?,a) Nome completo / Razão social,,
R.1507,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.1 Identificação do Empreendedor,Os dados cadastrais foram apresentados em conformidade com o TR?,b) CPF ou CNPJ,,
R.1508,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.1 Identificação do Empreendedor,Os dados cadastrais foram apresentados em conformidade com o TR?,c) RG + órgão expedidor + UF,,
R.1509,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.1 Identificação do Empreendedor,Os dados cadastrais foram apresentados em conformidade com o TR?,d) Endereço completo e CEP,,
R.1510,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.1 Identificação do Empreendedor,Os dados cadastrais foram apresentados em conformidade com o TR?,e) Telefone e e-mail,,
R.1511,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.1 Identificação do Empreendedor,Os dados cadastrais foram apresentados em conformidade com o TR?,"f) Município, distrito/localidade, UF",,
R.1512,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.1 Identificação do Empreendedor,Os dados cadastrais foram apresentados em conformidade com o TR?,g) Caixa postal (se houver),,
R.1513,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.2  Identificação do Empreendimento,O empreendimento está corretamente identificado e distinguido do empreendedor (quando aplicável)?,a) Nome do empreendimento,,
R.1514,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.2  Identificação do Empreendimento,O empreendimento está corretamente identificado e distinguido do empreendedor (quando aplicável)?,b) CPF/CNPJ (se diferente),,
R.1515,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.2  Identificação do Empreendimento,O empreendimento está corretamente identificado e distinguido do empreendedor (quando aplicável)?,c) RG/Órgão expedidor,,
R.1516,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.2  Identificação do Empreendimento,O empreendimento está corretamente identificado e distinguido do empreendedor (quando aplicável)?,"d) Endereço, município e UF",,
R.1517,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.2  Identificação do Empreendimento,O empreendimento está corretamente identificado e distinguido do empreendedor (quando aplicável)?,e) Telefone e e-mail,,
R.1518,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.3  Responsável pela Área Ambiental,O responsável ambiental está completamente identificado?,a) Nome do responsável ambiental,,
R.1519,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.3  Responsável pela Área Ambiental,O responsável ambiental está completamente identificado?,b) Formação profissional,,
R.1520,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.3  Responsável pela Área Ambiental,O responsável ambiental está completamente identificado?,c) Cargo/função,,
R.1521,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.3  Responsável pela Área Ambiental,O responsável ambiental está completamente identificado?,d) Telefone e e-mail,,
R.1522,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.4  Responsável Técnico pela Elaboração do PRAD,O responsável técnico e a ART atendem ao TR?,a) Nome e formação,,
R.1523,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.4  Responsável Técnico pela Elaboração do PRAD,O responsável técnico e a ART atendem ao TR?,b) Nº de registro profissional + UF,,
R.1524,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.4  Responsável Técnico pela Elaboração do PRAD,O responsável técnico e a ART atendem ao TR?,c) Nº da ART,,
R.1525,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.4  Responsável Técnico pela Elaboração do PRAD,O responsável técnico e a ART atendem ao TR?,d) Telefone e e-mail,,
R.1526,,,PRAD,1. DADOS DE IDENTIFICAÇÃO,1.4  Responsável Técnico pela Elaboração do PRAD,O responsável técnico e a ART atendem ao TR?,e) ART anexada (Anexo I),,
R.1527,,,PRAD,2. DADOS DA ÁREA,2.2 . Localização Geográfica da Área Degradada,As coordenadas e caracterizações atendem ao TR?,a) Latitude/Longitude (graus/minutos/segundos) ou coordenadas UTM,,
R.1528,,,PRAD,2. DADOS DA ÁREA,2.2 . Localização Geográfica da Área Degradada,As coordenadas e caracterizações atendem ao TR?,b) Datum oficial: SIRGAS 2000,,
R.1529,,,PRAD,2. DADOS DA ÁREA,2.2 . Localização Geográfica da Área Degradada,As coordenadas e caracterizações atendem ao TR?,"c) Nome do imóvel (fazenda, sítio etc.)",,
R.1530,,,PRAD,2. DADOS DA ÁREA,2.2 . Localização Geográfica da Área Degradada,As coordenadas e caracterizações atendem ao TR?,d) Município e referência geográfica adicional,,
R.1531,,,PRAD,2. DADOS DA ÁREA,2.2 . Localização Geográfica da Área Degradada,As coordenadas e caracterizações atendem ao TR?,e) Mapa de localização (Anexo III),,
R.1532,,,PRAD,3. ATOS AUTORIZATIVOS,Tópico 3.1  Regularização Ambiental,O PRAD apresenta o histórico de regularização ambiental?,a) Nº do processo COPAM,,
R.1533,,,PRAD,3. ATOS AUTORIZATIVOS,Tópico 3.1  Regularização Ambiental,O PRAD apresenta o histórico de regularização ambiental?,b) Modalidade da licença,,
R.1534,,,PRAD,3. ATOS AUTORIZATIVOS,Tópico 3.1  Regularização Ambiental,O PRAD apresenta o histórico de regularização ambiental?,c) Atividades licenciadas (código DN 217 ou DN 74),,
R.1535,,,PRAD,3. ATOS AUTORIZATIVOS,Tópico 3.1  Regularização Ambiental,O PRAD apresenta o histórico de regularização ambiental?,d) Situação da licença (válida/expirada/embargada),,
R.1536,,,PRAD,3. ATOS AUTORIZATIVOS,Tópico 3.1  Regularização Ambiental,O PRAD apresenta o histórico de regularização ambiental?,e) Outorga (sim/não + dados),,
R.1537,,,PRAD,3. ATOS AUTORIZATIVOS,Tópico 3.1  Regularização Ambiental,O PRAD apresenta o histórico de regularização ambiental?,f) Certidão de uso insignificante (se aplicável),,
R.1538,,,PRAD,3. ATOS AUTORIZATIVOS,Tópico 3.1  Regularização Ambiental,O PRAD apresenta o histórico de regularização ambiental?,g) DAIA (se houver),,
R.1539,,,PRAD,3. ATOS AUTORIZATIVOS,3.2 Regularização Minerária,A informação minerária atende ao TR?,a) Nº dos processos ANM,,
R.1540,,,PRAD,3. ATOS AUTORIZATIVOS,3.2 Regularização Minerária,A informação minerária atende ao TR?,b) Grupamento mineiro (quando houver),,
R.1541,,,PRAD,3. ATOS AUTORIZATIVOS,3.2 Regularização Minerária,A informação minerária atende ao TR?,c) Substâncias minerais,,
R.1542,,,PRAD,3. ATOS AUTORIZATIVOS,3.2 Regularização Minerária,A informação minerária atende ao TR?,d) Situação dos títulos minerários,,
R.1543,,,PRAD,4. INTRODUÇÃO E OBJETIVOS,4.1 Introdução,A introdução contextualiza o empreendimento e a área degradada conforme TR?,a) Descrição das atividades realizadas,,
R.1544,,,PRAD,4. INTRODUÇÃO E OBJETIVOS,4.1 Introdução,A introdução contextualiza o empreendimento e a área degradada conforme TR?,b) Método de lavra (quando minerário),,
R.1545,,,PRAD,4. INTRODUÇÃO E OBJETIVOS,4.1 Introdução,A introdução contextualiza o empreendimento e a área degradada conforme TR?,c) Unidades de apoio existentes,,
R.1546,,,PRAD,4. INTRODUÇÃO E OBJETIVOS,4.1 Introdução,A introdução contextualiza o empreendimento e a área degradada conforme TR?,"d) Informações sobre APP, RL e uso do solo",,
R.1547,,,PRAD,4. INTRODUÇÃO E OBJETIVOS,4.1 Introdução,A introdução contextualiza o empreendimento e a área degradada conforme TR?,e) Planta da área (Anexo IV),,
R.1548,,,PRAD,4. INTRODUÇÃO E OBJETIVOS,4.2  Objetivos do PRAD,O PRAD apresenta objetivo geral e objetivos específicos?,a) Objetivo geral claro e alinhado à recuperação ambiental,,
R.1549,,,PRAD,4. INTRODUÇÃO E OBJETIVOS,4.2  Objetivos do PRAD,O PRAD apresenta objetivo geral e objetivos específicos?,b) Objetivos específicos qualificados e mensuráveis,,
R.1550,,,PRAD,4. INTRODUÇÃO E OBJETIVOS,4.2  Objetivos do PRAD,O PRAD apresenta objetivo geral e objetivos específicos?,c) Relação direta entre objetivos e degradações diagnosticadas,,
R.1551,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.1  Diagnóstico Regional,O diagnóstico regional atende aos requisitos do TR?,a) Clima,,
R.1552,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.1  Diagnóstico Regional,O diagnóstico regional atende aos requisitos do TR?,b) Pedologia e geomorfologia,,
R.1553,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.1  Diagnóstico Regional,O diagnóstico regional atende aos requisitos do TR?,c) Bioma,,
R.1554,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.1  Diagnóstico Regional,O diagnóstico regional atende aos requisitos do TR?,d) Comunidades vegetais e faunísticas,,
R.1555,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.1  Diagnóstico Regional,O diagnóstico regional atende aos requisitos do TR?,e) Destaque para espécies endêmicas/ameaçadas,,
R.1556,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.2  Diagnóstico Local,O diagnóstico local foi construído com dados primários?,a) Caracterização da área degradada,,
R.1557,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.2  Diagnóstico Local,O diagnóstico local foi construído com dados primários?,b) Áreas de referência pré-operação,,
R.1558,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.2  Diagnóstico Local,O diagnóstico local foi construído com dados primários?,c) Descrição do cenário pré-operação,,
R.1559,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.2  Diagnóstico Local,O diagnóstico local foi construído com dados primários?,d) Descrição do cenário pós-operação,,
R.1560,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.2  Diagnóstico Local,O diagnóstico local foi construído com dados primários?,"e) Identificação de impactos por componente (solo, água, vegetação, fauna, social)",,
R.1561,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.3 Conclusão do Diagnóstico,A análise comparativa pré/pós operação foi apresentada?,a) Comparação entre estado original e atual,,
R.1562,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.3 Conclusão do Diagnóstico,A análise comparativa pré/pós operação foi apresentada?,b) Identificação das necessidades de intervenção,,
R.1563,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.3 Conclusão do Diagnóstico,A análise comparativa pré/pós operação foi apresentada?,c) Justificativa das áreas sem intervenção,,
R.1564,,,PRAD,5. DIAGNÓSTICO DA ÁREA,5.3 Conclusão do Diagnóstico,A análise comparativa pré/pós operação foi apresentada?,d) Viabilidade técnica/econômica das estratégias,,
R.1565,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,a) Detalhamento de cada estratégia de recuperação,,
R.1566,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,b) Técnicas de manejo do solo,,
R.1567,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,c) Técnicas de manejo de recursos hídricos,,
R.1568,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,"d) Técnicas de estabilização geotécnica (taludes, erosão etc.)",,
R.1569,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,e) Técnicas de recomposição vegetal,,
R.1570,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,f) Justificativa técnica de cada método,,
R.1571,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.2  Manutenção,O plano de manutenção atende ao TR?,a) Tratos culturais da revegetação,,
R.1572,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.2  Manutenção,O plano de manutenção atende ao TR?,b) Manejo de regeneração natural,,
R.1573,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.2  Manutenção,O plano de manutenção atende ao TR?,c) Controle de invasoras,,
R.1574,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.2  Manutenção,O plano de manutenção atende ao TR?,d) Reparos pós-eventos extremos,,
R.1575,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,"a) Parâmetros a monitorar (vegetação, água, taludes etc.)",,
R.1576,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,b) Metodologia de aferição,,
R.1577,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,c) Frequência de coleta,,
R.1578,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,d) Valores de referência,,
R.1579,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,e) Período total de monitoramento,,
R.1580,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,f) Periodicidade dos relatórios ao órgão ambiental,,
R.1581,,,PRAD,7. USO FUTURO DA ÁREA,7.1  Potencial de Uso Futuro,O PRAD apresenta avaliação técnica das possibilidades de uso?,a) Restrições legais,,
R.1582,,,PRAD,7. USO FUTURO DA ÁREA,7.1  Potencial de Uso Futuro,O PRAD apresenta avaliação técnica das possibilidades de uso?,b) Restrições geotécnicas,,
R.1583,,,PRAD,7. USO FUTURO DA ÁREA,7.1  Potencial de Uso Futuro,O PRAD apresenta avaliação técnica das possibilidades de uso?,"c) Possíveis usos (agro, silvicultura, turismo, recuperação completa etc.)",,
R.1584,,,PRAD,7. USO FUTURO DA ÁREA,7.1  Potencial de Uso Futuro,O PRAD apresenta avaliação técnica das possibilidades de uso?,d) Avaliação social e econômica do uso futuro,,
R.1585,,,PRAD,7. USO FUTURO DA ÁREA,8.1  Cronograma Físico-Operacional,O cronograma obedece ao formato do TR?,a) Tabela com estratégias/procedimentos x anos,,
R.1586,,,PRAD,7. USO FUTURO DA ÁREA,8.1  Cronograma Físico-Operacional,O cronograma obedece ao formato do TR?,b) Prazo de execução de cada ação,,
R.1587,,,PRAD,7. USO FUTURO DA ÁREA,8.1  Cronograma Físico-Operacional,O cronograma obedece ao formato do TR?,c) Relação mês/atividade quando aplicável,,
R.1588,,,PRAD,7. USO FUTURO DA ÁREA,8.2 Cronograma Financeiro,O PRAD apresenta valores e investimentos?,a) Custo por atividade,,
